,Unnamed: 0,0,1,2,cr,bigcat,cat_name,human_typ,radius,within_cat_distance_raw,within_cat_distance,between_cat_distance,between_cat_distance_eu,between_cat_distance_resid
16,16,-26.249241116685848,13.462120254602905,-2.5852521395875456,0.7450487333383564,99,other,5.436709740002695,29.613086120439096,3.240828181003984,3.240828181003984,47.72121792102512,10.004375100031368,-0.4088592620905587
17,17,-23.320058778124523,9.391739343618116,-1.651187023423181,0.7671410703118021,99,other,5.0886161319279255,25.194370956623782,-0.4055782740937133,-0.4055782740937133,43.512849795900756,8.010194398023854,-0.8343362586559735
18,18,-22.60156566725496,10.52472830194567,-2.9263246036301096,0.7793528366816241,99,other,7.250107746867729,25.10306857989328,-0.9616327386354655,-0.9616327386354655,43.26917804092265,7.576624461261071,-0.99984344811093
19,19,-18.337071142811457,11.191041047178723,-1.3836200623859622,0.7523692131061679,26,vehicle,5.2472013839115474,21.526773615505057,-2.5230693782026563,-2.5230693782026563,40.266190391147994,6.903070139635465,-0.9411414454996248
20,20,-17.504309330751887,9.966928364330656,-0.3320779091464406,0.7503827045402132,9,electronic device,6.614226864853113,20.14573855444594,-3.561075739978726,-3.561075739978726,38.89756434333327,7.35739293072234,-1.1274542898087105
21,21,-20.377929371674792,13.608840178151665,-1.962818482268453,0.760987919409889,99,other,6.881422305147479,24.582782447594816,-1.5162636380566639,-1.5162636380566639,42.786161139552135,7.456684328103432,-1.0374399679412392
22,22,-11.759863996194625,17.968881494386252,-4.185247169752862,0.8365940917408214,3,body part,5.823888952375272,21.87901728232362,-0.7944213818553081,-0.7944213818553081,42.54943497230671,12.486072077355255,1.0405450145991963
23,23,-20.19178380147748,19.030475650861053,-1.6048705869959414,0.8637443554163707,99,other,8.252826632868224,27.79285422882343,2.882029524432504,2.882029524432504,46.57699401476635,10.517764035196942,0.005229331876982712
24,24,-16.86701753715795,10.185196147695992,-11.340353668348516,0.7547192904467438,1,animal,4.382735668188888,22.73407404072268,2.692409591165905,2.692409591165905,43.75249029423933,12.06734960419225,1.5115806190695835
25,25,-10.230829247869616,7.6378529577721554,-7.657971943456665,0.7807796539898186,1,animal,4.98271433111015,14.887954835718125,-4.981482028151056,-4.981482028151056,36.038301073929915,13.683651826628749,0.5145056805958532
26,26,-11.036279488299268,7.369927434674336,-8.301607406617784,0.7213829798072418,1,animal,6.3491661048343975,15.653497400575752,-4.448383765633089,-4.448383765633089,36.830605538016414,13.496583011173975,0.6514241173481778
27,27,-22.73915215768209,14.594278609969477,1.2018114250993075,0.7427858388224243,99,other,6.087185359572683,27.046374243087183,1.2424511014670614,1.2424511014670614,45.41401772288019,9.067637403787574,-0.5186805320997934
28,28,-18.018887515514223,9.716657399896407,1.8080961551379244,0.7379074854388374,23,tool,7.640913880005202,20.551470751017806,-2.474135476380411,-2.474135476380411,39.793128187998796,7.999697209349069,-0.5792404484996396
29,29,-19.0212556907212,3.328299311430676,-0.8793806009673508,0.7514259463110777,10,food,6.589300293879754,19.33026266245809,-0.5792404818576529,-0.5792404818576529,40.0703126306435,10.813969753773488,0.7434282747720431
30,30,-19.99271019095565,3.121672142813745,-0.8883092023587423,0.8265585952093325,10,food,4.497113490924435,20.254441265701615,0.45165849684384796,0.45165849684384796,41.07624887023309,10.95838187034807,0.9581691306801758
31,31,-20.152272138119752,7.582364850487159,-5.404903438352373,0.6634847776082441,21,plant,6.165457132125936,22.199534009358263,-2.916226698732906,-2.916226698732906,41.54571929471211,8.047000934405926,-0.23756714213103436
32,32,-16.551996945019102,1.949960608413772,-2.205431586091102,0.8204776639761957,10,food,3.793217562598445,16.811748205442985,-3.204919368936732,-3.204919368936732,37.78618087013097,12.285224288929003,0.6154133136876183
